"username","gender","location","Location_Name"
"Bakuformer00",NA,"USA","United States"
"LunarEclipze","Male","PSE","Palestinian Territories"
"Avfha","Male","IDN","Indonesia"
"xlemany","Female","CAN","Canada"
"astro-kun","Male","CAN","Canada"
"morphY","Male","DEU","Germany"
"shiseinomiko","Female","JPN","Japan"
"Pannekoek","Male","NLD","Netherlands"
"LuketheHero","Male","CZE","Czechia"
"Hoshi22","Female","POL","Poland"
"AlexandreLana","Male","BRA","Brazil"
"PaulPhoenixx","Male","PRT","Portugal"
"PentaFlare","Non-Binary","CAN","Canada"
"Thezar","Male","DNK","Denmark"
"Rizala","Female","DEU","Germany"
"VampireI","Male","PRI","Puerto Rico"
"SuicideMouse","Male","BRA","Brazil"
"Midoriin","Female","POL","Poland"
"Madnessa","Female","RUS","Russia"
"SATKOTS","Male","ISR","Israel"
"Sadame-tan","Female","SAU","Saudi Arabia"
"Himel_713","Male","BGD","Bangladesh"
"Anubis_311","Male","GEO","Georgia"
"Hikaru90","Female","FIN","Finland"
"morgmann","Male","NOR","Norway"
"Vla","Female","UKR","Ukraine"
"YellowKing","Male","USA","United States"
"calzzne","Non-Binary","CAN","Canada"
"iknow","Male","NLD","Netherlands"
"Arphiz","Male","PRT","Portugal"
"ejRequiem","Female","PHL","Philippines"
"jhae","Female","CAN","Canada"
"Emery_","Male","FIN","Finland"
"ToBzz","Male","BRA","Brazil"
"trix","Male","GRC","Greece"
"nawrotka","Female","POL","Poland"
"CrossDivide","Male","SGP","Singapore"
"Gerad","Male","PHL","Philippines"
"dlz","Male","LTU","Lithuania"
"Tumerking","Male","USA","United States"
"chion","Female","DEU","Germany"
"mienShanes","Male","ECU","Ecuador"
"Aessen","Male","FRA","France"
"karachun94","Male","RUS","Russia"
"HaineChan1","Female","NLD","Netherlands"
"taykahken","Male","SGP","Singapore"
"mickat","Female","BEL","Belgium"
"Moony-13","Male","RUS","Russia"
"SatoTM","Male","BEL","Belgium"
"Rennata","Female","BRA","Brazil"
"Zammii","Male","FIN","Finland"
"J_Ferreira_netto","Male","BRA","Brazil"
"J0n3","Male","FIN","Finland"
"Tensai-Kun","Male","USA","United States"
"Kimilam","Female","ESP","Spain"
"KatonHhoD","Male","RUS","Russia"
"Suzane316","Female","BRA","Brazil"
"lightanddarkness","Male","PHL","Philippines"
"Caslanthe","Female","POL","Poland"
"RendEzVous","Male","PHL","Philippines"
"c364","Male","PHL","Philippines"
"Lord0Link","Male","BEL","Belgium"
"Rogeriogrelite","Male","BRA","Brazil"
"Jeriworel","Male","SVK","Slovakia"
"ZerOo","Male","BRA","Brazil"
"Zyelar","Male","AUS","Australia"
"KuroTaka","Male","LTU","Lithuania"
"seijurojushi","Male","GBR","United Kingdom"
"Lectronimo","Male","NLD","Netherlands"
"defsoulmate","Female","BRA","Brazil"
"olji","Male","SWE","Sweden"
"Fear-Kun","Male","JEY","Jersey"
"Pak281","Male","BRN","Brunei"
"Back_Slash","Male","CAN","Canada"
"Orisagi","Female","POL","Poland"
"Shiroisekai","Male","CRI","Costa Rica"
"MIR0TIC","Male","BRA","Brazil"
"kira999","Male","ROU","Romania"
"kickthebucket","Male","BEL","Belgium"
"Final","Male","POL","Poland"
"Izzu",NA,"USA","United States"
"Cracklings","Male","USA","United States"
"DianaLLM","Female","MEX","Mexico"
"alinsan96","Male","ROU","Romania"
"KittyRen","Female","DEU","Germany"
"Dr_Tokami","Female","JPN","Japan"
"Larsa","Male","NOR","Norway"
"Lacroiix","Male","NZL","New Zealand"
"efti","Male","HUN","Hungary"
"Shadake","Female","POL","Poland"
"chococake","Female","CAN","Canada"
"barriewoman","Female","GBR","United Kingdom"
"Psycho00","Male","BRA","Brazil"
"Doom_Guard","Male","CAN","Canada"
"Tris92","Female","FIN","Finland"
"Slarkero","Male","PRY","Paraguay"
"Monjoex","Male","MYS","Malaysia"
"Feynman","Male","VEN","Venezuela"
"madiZor","Female","SWE","Sweden"
"Fluggyboi","Male","JPN","Japan"
"Vernity","Male","POL","Poland"
"Korl4sh","Male","MEX","Mexico"
"SuigintouSK","Female","SVK","Slovakia"
"Emmad","Male","HUN","Hungary"
"Melanotia","Female","TUR","Turkey"
"SmittyFTW","Male","AUS","Australia"
"ViktoriaK","Female","USA","United States"
"ellie_53","Female","CAN","Canada"
"Izumichan","Female","HUN","Hungary"
"neonoen","Male","PHL","Philippines"
"Gaston_di_NoNo","Male","FRA","France"
"Gin_Okami","Female","USA","United States"
"helur","Male","USA","United States"
"liebesspiel","Female","BRA","Brazil"
"StaticVin","Male","SWE","Sweden"
"Suwan-hime","Female","NLD","Netherlands"
"Cyklone","Male","DEU","Germany"
"Umika","Female","RUS","Russia"
"Ziwer","Male","POL","Poland"
"Evay","Female","BGR","Bulgaria"
"DarkCrystal","Female","BRA","Brazil"
"USagirl792","Female","BEL","Belgium"
"kiraadesu","Female","BGR","Bulgaria"
"takuyafire","Male","NZL","New Zealand"
"GreatJustice","Male","BRA","Brazil"
"Pioneerix","Male","IDN","Indonesia"
"phYsics","Male","BEL","Belgium"
"ans_senpai","Male","BRA","Brazil"
"videling","Female","ISR","Israel"
"nomanright","Male","SGP","Singapore"
"BrendanWh","Male","CAN","Canada"
"keitos","Female","BRA","Brazil"
"gurkenhangar","Male","DEU","Germany"
"PsychoxxxVincent","Male","BRA","Brazil"
"pixelgrinder",NA,"CHL","Chile"
"CrystalEnki","Female","FRA","France"
"RKiller208","Male","PRT","Portugal"
"codifier","Male","FIN","Finland"
"Shymander","Male","AUS","Australia"
"stargirlgreen","Female","PHL","Philippines"
"Krombopulos","Male","JPN","Japan"
"gummyberries","Female","PHL","Philippines"
"xForgettable","Male","AUS","Australia"
"HotarOreki","Male","POL","Poland"
"Kamikura","Female","AUS","Australia"
"takezo","Male","IDN","Indonesia"
"MrGreen","Male","POL","Poland"
"megcactus","Female","THA","Thailand"
"Galis","Male","POL","Poland"
"JoePanichelli","Male","ITA","Italy"
"MizuiroSakura","Female","PHL","Philippines"
"bigdango","Male","MYS","Malaysia"
"MoistFlubber","Male","USA","United States"
"nuts4everafter","Female","ESP","Spain"
"Devi515","Male","HUN","Hungary"
"Sankyu","Male","SWE","Sweden"
"Petra-hime","Female","HUN","Hungary"
"Azmodan0210","Male","RUS","Russia"
"errantprincess","Female","JEY","Jersey"
"JackJoestar","Male","JEY","Jersey"
"Lolmakermine","Male","AUS","Australia"
"Yulail","Female","DEU","Germany"
"F3AN0R_ARS3N1C","Female","HRV","Croatia"
"Suzuchii",NA,"IDN","Indonesia"
"HokaidoPlanet","Female","GEO","Georgia"
"TekkamanBuredo",NA,"GBR","United Kingdom"
"zakkwylde","Male","BRA","Brazil"
"usagifan42","Female","CAN","Canada"
"Kakkowarui","Female","FIN","Finland"
"SoticeMeNenpai","Male","AUS","Australia"
"Sephiran","Female","DEU","Germany"
"FrickenCheeser","Male","CAN","Canada"
"TenshiMari","Female","NLD","Netherlands"
"_ktx","Male","DEU","Germany"
"PikachuXHappy","Male","ZAF","South Africa"
"Xenoronin","Male","IRL","Ireland"
"artkawt","Male","RUS","Russia"
"yeojashinki","Female","DEU","Germany"
"Streamliner","Male","CHL","Chile"
"Sogetsu","Male","POL","Poland"
"xxxdeathxxxlife","Female","JPN","Japan"
"Evelinaismyname","Female","SWE","Sweden"
"kiBumie-chan","Female","CAN","Canada"
"ameliya","Female","BGR","Bulgaria"
"DomSon","Female","POL","Poland"
"teribithia","Female","JEY","Jersey"
"BartinBazinga","Male","NOR","Norway"
"Ruukos","Male","DEU","Germany"
"Harout","Male","FRA","France"
"QMDMQ","Male","NZL","New Zealand"
"Crodon","Male","CAN","Canada"
"Septembers","Male","CAN","Canada"
"Ozzie","Male","POL","Poland"
"Poker_Face","Male","RUS","Russia"
"Glitch_120","Male","HRV","Croatia"
"Tukuzuka","Female","HRV","Croatia"
"ZG","Male","CAN","Canada"
"hime_sakura","Female","IDN","Indonesia"
"felicia_fei","Female","IDN","Indonesia"
"enigmator","Male","PHL","Philippines"
"Yaniv_1991","Male","ISR","Israel"
"Wintie",NA,"NZL","New Zealand"
"LIDocain","Male","RUS","Russia"
"Kakarot_SS3","Male","SRB","Serbia"
"jahfury","Male","FRA","France"
"Tarkoviski","Male","BRA","Brazil"
"Drevorn","Male","USA","United States"
"Ragnarl",NA,"DEU","Germany"
"YuSigma","Female","FRA","France"
"pumpkinpomelo","Female","CAN","Canada"
"Phauxx","Female","USA","United States"
"Natsume-Fukizawa","Female","PHL","Philippines"
"Chaska","Male","FIN","Finland"
"MessirVR","Male","RUS","Russia"
"lukas_m","Male","DNK","Denmark"
"Tore","Male","BGR","Bulgaria"
"NeferpitouPT","Female","PRT","Portugal"
"Chianna",NA,"NLD","Netherlands"
"stopgap","Non-Binary","GBR","United Kingdom"
"JasonCMK","Male","HKG","Hong Kong SAR China"
"CoraHori","Female","BRA","Brazil"
"buttertoast","Female","PRT","Portugal"
"Pablogarra","Male","ESP","Spain"
"HoloIsBestGirl","Male","NOR","Norway"
"Hanastasia","Female","FRA","France"
"Chibi_Hana","Female","MYS","Malaysia"
"TeoR","Male","RUS","Russia"
"Deckard","Male","ITA","Italy"
"Xyz72","Male","POL","Poland"
"Laraxs","Male","BEL","Belgium"
"yaburetayume","Female","SWE","Sweden"
"Bawkzie","Male","ROU","Romania"
"deneris","Female","BGR","Bulgaria"
"Lefrave","Male","GRC","Greece"
"Poeticas","Male","DEU","Germany"
"Paulassa","Female","POL","Poland"
"Foxmitten","Female","RUS","Russia"
"Ladidah","Female","SWE","Sweden"
"Timelif3","Male","BRA","Brazil"
"Zilverlight","Male","DEU","Germany"
"marie13","Female","PHL","Philippines"
"FRUITS_PUNCH_VID","Male","GBR","United Kingdom"
"koezh","Male","IDN","Indonesia"
"Aenyth","Male","FRA","France"
"terror-of-death","Male","PHL","Philippines"
"akuma7","Male","EST","Estonia"
"Rah_Tilt","Female","MKD","North Macedonia"
"julix3","Female","CAN","Canada"
"arkarex","Male","ESP","Spain"
"Semonthy","Female","SWE","Sweden"
"IHAFUF","Male","AUS","Australia"
"jemand","Male","DEU","Germany"
"Anduil","Male","DEU","Germany"
"konanuxa","Female","BRA","Brazil"
"Black555","Male","BHR","Bahrain"
"propeller-head","Female","BRA","Brazil"
"IlyasJemour","Male","BEL","Belgium"
"Boji300","Male","ROU","Romania"
"firekites","Male","ARG","Argentina"
"Snowka","Female","NZL","New Zealand"
"mikichaan","Female","DEU","Germany"
"felixmegion","Male","PHL","Philippines"
"athens09","Female","PHL","Philippines"
"JessAussight","Male","CAN","Canada"
"Lord_Orion","Male","ITA","Italy"
"bowouf","Female","BEL","Belgium"
"tatakai","Male","ROU","Romania"
"huskie","Male","AUS","Australia"
"alek_31","Female","ROU","Romania"
"lanella","Female","CAN","Canada"
"aegis965","Male","TWN","Taiwan"
"RiasDerBudler","Male","DEU","Germany"
"Nefar21","Male","GRC","Greece"
"Blade-Maiden","Female","DEU","Germany"
"Asuto","Male","AUS","Australia"
"theangel_adam","Male","COL","Colombia"
"Nullyberry","Female","TUR","Turkey"
"iv4eto_666","Female","BGR","Bulgaria"
"Obsi","Female","FRA","France"
"Fristi-senpai","Male","NLD","Netherlands"
"Agushia","Female","POL","Poland"
"akaraC","Male","AUS","Australia"
"max-q","Male","POL","Poland"
"JoeSantoasty","Male","JEY","Jersey"
"yukio-chan","Female","PHL","Philippines"
"JammieDodger57","Male","GBR","United Kingdom"
"sveta-harley","Female","RUS","Russia"
"MaskaThor","Male","SVK","Slovakia"
"Heici","Female","FIN","Finland"
"Teqs","Male","GBR","United Kingdom"
"Suu85","Female","ITA","Italy"
"mazzoni09","Male","BRA","Brazil"
"Nosgoth","Male","SRB","Serbia"
"ggultra2764","Male","USA","United States"
"Anilora","Female","POL","Poland"
"Myssi-chan","Female","SRB","Serbia"
"SlashyBhoy","Male","IRL","Ireland"
"zoroark18","Female","GBR","United Kingdom"
"Hador","Male","BOL","Bolivia"
"Btooomz","Male","HKG","Hong Kong SAR China"
"rcocker95","Female","BEL","Belgium"
"FatefulLove",NA,"CAN","Canada"
"eecyaj66","Male","PHL","Philippines"
"Morphymaniac","Male","SRB","Serbia"
"tashi_chan","Female","SRB","Serbia"
"lakkachan","Female","FIN","Finland"
"Commander_T","Female","NOR","Norway"
"aghartian","Male","SRB","Serbia"
"Cinnamonsylph","Female","JEY","Jersey"
"KiwiShim","Male","USA","United States"
"RenRei00","Non-Binary","USA","United States"
"Freedomx369","Male","CAN","Canada"
"Juni354","Male","JEY","Jersey"
"DouglasXab","Male","BRA","Brazil"
"Rainbow_Potato",NA,"POL","Poland"
"Anime-Zet","Male","RUS","Russia"
"Hegatsu","Male","PRT","Portugal"
"robertob01","Male","BRA","Brazil"
"Styrax122","Male","IND","India"
"yukiro_kun","Female","RUS","Russia"
"zephyric","Female","RUS","Russia"
"seiken","Male","JPN","Japan"
"Tactrohs","Female","EGY","Egypt"
"Frozen_Rainbow","Female","FIN","Finland"
"camakotomeve","Male","COL","Colombia"
"Marss93","Male","CAN","Canada"
"salimka2504","Female","POL","Poland"
"Blutsegen","Female","DEU","Germany"
"Arnaera","Male","RUS","Russia"
"NightFer","Female","BGR","Bulgaria"
"Mayku-Chan","Female","ISR","Israel"
"Alex-","Male","USA","United States"
"Odakiras",NA,"FRA","France"
"trijugate","Male","CAN","Canada"
"sironizuka","Male","PHL","Philippines"
"redcomet0079","Male","KOR","South Korea"
"munyee","Male","HUN","Hungary"
"mira52","Female","DEU","Germany"
"Night-Wolf","Female","AUS","Australia"
"CyberHeart","Male","UKR","Ukraine"
"KMnO4s","Male","FRA","France"
"Der__Todes__Gott","Male","DEU","Germany"
"Roxistar","Female","DEU","Germany"
"darklordvader","Male","POL","Poland"
"Maskedsatyr","Male","SGP","Singapore"
"Progeusz","Female","POL","Poland"
"Arisa1412","Male","IDN","Indonesia"
"Takumi84","Male","HUN","Hungary"
"BokuSan","Male","USA","United States"
"Leticia","Female","ESP","Spain"
"laudemort","Male","POL","Poland"
"World23","Female","IDN","Indonesia"
"lugiastrikes","Female","CAN","Canada"
"Banquos_Ghost","Male","AUS","Australia"
"kanareika","Female","RUS","Russia"
"Meryiu","Female","ESP","Spain"
"itskisasan","Female","PRT","Portugal"
"Fleshbeat","Male","SWE","Sweden"
"radek125","Male","POL","Poland"
"Hitzuji","Female","MEX","Mexico"
"ShadowRealm","Male","ISR","Israel"
"ethene","Male","GBR","United Kingdom"
"coldxice","Male","DEU","Germany"
"Kahnah","Female","DEU","Germany"
"h4ze","Male","FRA","France"
"kuwata","Male","BRA","Brazil"
"himechan198","Female","IRL","Ireland"
"Heroe",NA,"BRA","Brazil"
"EternalDreamer","Male","SWE","Sweden"
"ChiyuriShearer","Female","NLD","Netherlands"
"EarlWinner","Male","GBR","United Kingdom"
"s-pooky","Female","POL","Poland"
"TamaraMariela","Female","PRI","Puerto Rico"
"Jarkoh558","Male","POL","Poland"
"BadWolf1991","Male","USA","United States"
"JudokaSK","Female","PRT","Portugal"
"frestlay","Male","AUS","Australia"
"Accoun","Male","POL","Poland"
"cynical_angel","Female","DEU","Germany"
"katiekins222","Female","COL","Colombia"
"AnTiDaRkD","Male","ESP","Spain"
"Da-ni-eru","Female","JPN","Japan"
"YokuseiSeiyoku","Female","FIN","Finland"
"kyyooo","Female","USA","United States"
"Bahamuth0","Male","BRA","Brazil"
"AnaKristina","Female","PHL","Philippines"
"Casca90","Female","TUR","Turkey"
"Kamiidere","Female","USA","United States"
"SirLance223","Male","IRL","Ireland"
"vermont-","Female","CHL","Chile"
"NightlinerSGS","Male","DEU","Germany"
"Rathalicious","Male","SWE","Sweden"
"lmaokai","Male","ESP","Spain"
"fernandopc","Male","BRA","Brazil"
"LovexTami","Female","USA","United States"
"Okarin192","Male","FRA","France"
"jayboy620","Male","NZL","New Zealand"
"murokulho","Female","FIN","Finland"
"Crycho","Female","USA","United States"
"JccGamer","Male","USA","United States"
"Revy_Havoc","Male","AUS","Australia"
"Geh-san","Female","JPN","Japan"
"Martynax33","Female","POL","Poland"
"Haru_Miura","Female","PHL","Philippines"
"LMtheGreat","Male","SRB","Serbia"
"Syana","Female","CAN","Canada"
"mariah_kawaii","Female","PHL","Philippines"
"tatapta","Male","PRT","Portugal"
"Rensen","Male","UKR","Ukraine"
"UnXepecTED","Male","PRT","Portugal"
"Near02","Male","ESP","Spain"
"CielxSebby","Female","SWE","Sweden"
"something631","Male","SGP","Singapore"
"BlazingHeat","Male","NZL","New Zealand"
"One_PIece","Male","RUS","Russia"
"Decima_Snow","Male","PRK","North Korea"
"DaniHana",NA,"BRA","Brazil"
"Norandas","Male","DEU","Germany"
"lunacrest07","Female","TTO","Trinidad & Tobago"
"ChromeCowboy","Male","BGR","Bulgaria"
"GonSama1","Male","PRT","Portugal"
"Adeios","Male","ITA","Italy"
"H1tach11n","Female","NLD","Netherlands"
"Blaze-sk","Male","RUS","Russia"
"anime_addict11","Female","JPN","Japan"
"dediledi","Male","SVN","Slovenia"
"MelKeigo","Female","BRA","Brazil"
"KrwawyJames","Male","POL","Poland"
"JohnnyJoestar","Male","ITA","Italy"
"KuroxNeko","Female","AUS","Australia"
"deadprofile","Male","IND","India"
"not_ZURA","Male","FRA","France"
"Sukiya","Female","USA","United States"
"kujoukazune","Male","JPN","Japan"
"SeiAkira","Male","CHL","Chile"
"robsonmori","Male","BRA","Brazil"
"WindKazuma","Male","IND","India"
"Yukito06","Male","FRA","France"
"Desann","Male","RUS","Russia"
"Soraya02","Female","POL","Poland"
"Fancy_Rita",NA,"RUS","Russia"
"rioyuzuki21",NA,"PHL","Philippines"
"afonsolpjr","Male","BRA","Brazil"
"Pullapulu","Female","FIN","Finland"
"apotheosi","Female","ESP","Spain"
"taramo","Female","NLD","Netherlands"
"Hubson","Male","POL","Poland"
"bcbrita","Female","HKG","Hong Kong SAR China"
"ricabril","Male","BRA","Brazil"
"Etario","Male","CAN","Canada"
"Bird","Non-Binary","AUS","Australia"
"MKK103","Female","SAU","Saudi Arabia"
"LolitahhBR","Male","BRA","Brazil"
"Candangz","Male","BRA","Brazil"
"LikeAShadow","Male","POL","Poland"
"Nel-sama","Female","POL","Poland"
"Ilan14","Male","ARG","Argentina"
"mineata","Male","DNK","Denmark"
"Akivaria","Female","POL","Poland"
"ReapersLord","Male","ITA","Italy"
"shanoliu","Male","FRA","France"
"Qleksa","Male","SRB","Serbia"
"Pikplays","Male","AUS","Australia"
"Kingshuk","Male","BGD","Bangladesh"
"Shakaum-Hakim","Male","BRA","Brazil"
"Biketrialer","Male","HUN","Hungary"
"patatechaude","Male","CAN","Canada"
"Little_Sparrow",NA,"GBR","United Kingdom"
"Zeroark","Male","PER","Peru"
"nekopaw","Female","TUR","Turkey"
"MateusDD3","Male","BRA","Brazil"
"IchimaruGin","Male","AUT","Austria"
"SparklingAngel","Female","CHL","Chile"
"Karee","Male","FIN","Finland"
"Nokizaru","Male","HRV","Croatia"
"Kira_Lu","Female","MEX","Mexico"
"Jarik761-1",NA,"DEU","Germany"
"pinaygwaps","Female","NLD","Netherlands"
"aznable85","Male","ITA","Italy"
"NarutoKawaii","Female","DNK","Denmark"
"tophat56","Male","JEY","Jersey"
"tokiyashiro","Male","PHL","Philippines"
"Pipiru","Female","NOR","Norway"
"chocolatex","Female","POL","Poland"
"Mentalii","Female","FRA","France"
"Pathy","Male","SWE","Sweden"
"KoizumiChiharu","Female","PRT","Portugal"
"Nyaa",NA,"USA","United States"
"FebruarySnow","Female","USA","United States"
"snapblaze","Male","BRA","Brazil"
"matoed","Male","IDN","Indonesia"
"DarkVenuM","Male","ISR","Israel"
"jenielle","Female","PHL","Philippines"
"Pattinn","Male","ISL","Iceland"
"hipposofdeath","Female","CAN","Canada"
"shanalouise","Female","PHL","Philippines"
"liberame","Female","PRT","Portugal"
"KumoAC","Non-Binary","ITA","Italy"
"Aishiteru-kun","Male","UKR","Ukraine"
"Seirei","Male","HUN","Hungary"
"Nezuumi","Female","BRA","Brazil"
"Timeout","Male","IRL","Ireland"
"thegodeye","Male","AUS","Australia"
"2teist","Male","RUS","Russia"
"kamborambo","Male","POL","Poland"
"ReChandra","Male","IDN","Indonesia"
"Neoz","Male","POL","Poland"
"Faller","Male","RUS","Russia"
"Xanmore","Male","SWE","Sweden"
"LilMissKashyap","Female","IND","India"
"Goutcou","Female","GRC","Greece"
"victaru","Male","SGP","Singapore"
"waash","Male","BRA","Brazil"
"Tenshi8959","Female","SVK","Slovakia"
"k0na-yume","Female","PHL","Philippines"
"Sera1225","Female","JPN","Japan"
"Ignis_Nightroad","Male","RUS","Russia"
"Choco22","Male","PRT","Portugal"
