"username","gender","location","Location_Name"
"Pyclune","Male","FRA","France"
"Warbird","Female","DEU","Germany"
"ZRRepublic","Male","PHL","Philippines"
"Takatori","Male","GBR","United Kingdom"
"Black_Cat666","Female","POL","Poland"
"zerox4x5","Male","TWN","Taiwan"
"Wolfir","Male","NOR","Norway"
"sitamir","Female","IRN","Iran"
"Lif7ed","Male","HUN","Hungary"
"demist","Male","LTU","Lithuania"
"IXogIKimi","Female","DEU","Germany"
"noturai","Male","NLD","Netherlands"
"Axuna","Female","LVA","Latvia"
"DoemsDagDing","Male","NLD","Netherlands"
"Mizugameza","Female","DEU","Germany"
"FinalGetsuga","Male","USA","United States"
"Snaaail","Male","FRA","France"
"ickybicky","Female","SGP","Singapore"
"Oseren","Male","FIN","Finland"
"peachesbeach","Female","IRL","Ireland"
"kimkotsu_","Female","USA","United States"
"Chocobo115","Male","SWE","Sweden"
"AmeShojo","Female","LTU","Lithuania"
"BySphere","Male","SWE","Sweden"
"DreadWeaper","Male","USA","United States"
"Gundam4","Male","ALB","Albania"
"Retu78","Male","FIN","Finland"
"qawzse_romao","Male","PRT","Portugal"
"TheBeast","Male","ITA","Italy"
"KurataXIII",NA,"BRA","Brazil"
"ZUBEK13",NA,"POL","Poland"
"xshadowplayx","Female","BEL","Belgium"
"Miiuk","Male","BRA","Brazil"
"Dansk93lb",NA,"LBN","Lebanon"
"silverfish","Male","SAU","Saudi Arabia"
"hintkid","Female","AUS","Australia"
"dance_macabre","Female","GRC","Greece"
"yuukkichan100","Female","USA","United States"
"inesta","Male","GBR","United Kingdom"
"trolix95","Male","SVN","Slovenia"
"Mordekaiser","Male","DEU","Germany"
"NaoGene","Male","DEU","Germany"
"ImFranciele","Female","BRA","Brazil"
"Daemyx","Male","BRA","Brazil"
"Iridora","Female","CAN","Canada"
"Akoe","Male","NLD","Netherlands"
"vannerrie","Female","NZL","New Zealand"
"minorscholar","Male","BRA","Brazil"
"Hinquawar","Male","POL","Poland"
"KatsumiTsunade","Female","NLD","Netherlands"
"094haru","Female","BRA","Brazil"
"Macs","Male","POL","Poland"
"Ciapong","Male","POL","Poland"
"Bane1985","Male","HRV","Croatia"
"websky","Female","CAN","Canada"
"RikiMary","Male","SRB","Serbia"
"Akumayuki","Female","AUS","Australia"
"smush","Male","SWE","Sweden"
"Falqiore","Male","MYS","Malaysia"
"virix-kun","Male","NLD","Netherlands"
"adynka","Female","SVK","Slovakia"
"aririri",NA,"POL","Poland"
"Zheng1991","Male","MYS","Malaysia"
"adam_lied","Male","GBR","United Kingdom"
"simovich","Male","NLD","Netherlands"
"PaandaaChan","Female","BRA","Brazil"
"jfblade","Male","DNK","Denmark"
"xenon_88","Male","PHL","Philippines"
"Good_Listener","Male","AUS","Australia"
"ClannadSnow","Male","JPN","Japan"
"Zegas","Male","USA","United States"
"TheBatotot","Male","PHL","Philippines"
"fernrieh","Female","FIN","Finland"
"HikikomoriJay","Male","GEO","Georgia"
"billabong272","Male","PHL","Philippines"
"Adam_7","Male","SRB","Serbia"
"sn00k","Male","USA","United States"
"mrsteo91","Male","ITA","Italy"
"-it4chi-","Male","TUR","Turkey"
"maynyu","Female","MEX","Mexico"
"xandria90","Female","ESP","Spain"
"Shinichi3","Female","DEU","Germany"
"Yj","Male","FRA","France"
"okwhynot","Female","DEU","Germany"
"AxelZ","Male","POL","Poland"
"Hakuramei","Female","NZL","New Zealand"
"Death_Empress",NA,"PRT","Portugal"
"Thiv","Male","POL","Poland"
"Teodiel","Male","PHL","Philippines"
"MikianF","Male","POL","Poland"
"Raven29","Male","FRA","France"
"kalmah","Male","CAN","Canada"
"Watayo_Hirashi","Female","MYS","Malaysia"
"SteveKanonfreak","Male","DEU","Germany"
"WarlockAppa",NA,"PHL","Philippines"
"windborn","Male","SGP","Singapore"
"HarukiKMK","Male","BRA","Brazil"
"Vyctor","Male","BRA","Brazil"
"BobbyDaFisherman","Male","CAN","Canada"
"haru-chan","Female","PHL","Philippines"
"StorBaka","Male","SWE","Sweden"
"KStar_Goswami","Male","IND","India"
"stilldoll","Female","RUS","Russia"
"TinTin_18","Female","JPN","Japan"
"otaking97","Male","CAN","Canada"
"Ariasdf","Male","CHL","Chile"
"Knoty","Male","RUS","Russia"
"AlchemistofAtlas","Male","MEX","Mexico"
"Kimers","Male","POL","Poland"
"AliceVagus","Female","FRA","France"
"FlowerCode","Female","BEL","Belgium"
"LatvianNerd","Male","LVA","Latvia"
"nullex","Male","USA","United States"
"ShelseaX","Female","BEL","Belgium"
"Khaleoninja","Male","BRA","Brazil"
"besabesa",NA,"UKR","Ukraine"
"EMusicable","Female","SGP","Singapore"
"Snoux","Male","HUN","Hungary"
"AnoManiac","Male","DEU","Germany"
"ultime","Female","USA","United States"
"Ascaloth","Male","SGP","Singapore"
"makoto_itou","Male","PHL","Philippines"
"Lumicchi_Tia","Female","DEU","Germany"
"Karomi","Female","POL","Poland"
"Scarletwolf","Female","AUS","Australia"
"vietpowder","Male","FIN","Finland"
"naa","Female","PRT","Portugal"
"MaggieWolf","Female","POL","Poland"
"bannie","Male","USA","United States"
"isvak","Male","ARG","Argentina"
"kuro_yasha","Male","RUS","Russia"
"my_violet_star95","Female","MYS","Malaysia"
"rosa_chinensis","Female","USA","United States"
"kurukun","Male","CAN","Canada"
"Guffaw",NA,"NOR","Norway"
"bean_kun","Female","CAN","Canada"
"migueldyaz","Male","MEX","Mexico"
"Maeth","Male","NLD","Netherlands"
"NatakuShenyang","Male","POL","Poland"
"seelteam6","Male","USA","United States"
"Mistoquil","Male","RUS","Russia"
"DelayTheFate","Male","CAN","Canada"
"Momorazor","Male","BIH","Bosnia & Herzegovina"
"metinukas","Male","LTU","Lithuania"
"AVoiceAmongMany","Female","JEY","Jersey"
"zoque999","Male","TUR","Turkey"
"KeriRAWR","Female","CAN","Canada"
"Sakan","Male","BRA","Brazil"
"Rururina","Female","BRA","Brazil"
"Himsu","Female","FIN","Finland"
"Lono","Male","CAN","Canada"
"KaRRamBa_","Male","POL","Poland"
"NiceCyborg","Female","GBR","United Kingdom"
"Tomikovan","Male","PHL","Philippines"
"Yullie04","Female","BGR","Bulgaria"
"Nyoroz","Male","CAN","Canada"
"EmeraldWolfChild","Female","UKR","Ukraine"
"Ragasiya","Female","FRA","France"
"Asthar","Male","HUN","Hungary"
"Den-Nyan-Nyan","Male","RUS","Russia"
"GeekyBlackGirls","Female","USA","United States"
"jcenawl","Male","GRC","Greece"
"teaspoon24",NA,"USA","United States"
"AHideyo","Male","IDN","Indonesia"
"Laifon","Male","NLD","Netherlands"
"Xxracso40xX","Male","ESP","Spain"
"annvelwis","Female","POL","Poland"
"Zeito0","Male","BRA","Brazil"
"MegumiGo","Male","DNK","Denmark"
"Nizbel","Male","CAN","Canada"
"chokolala","Female","CAN","Canada"
"gijswitz","Male","NLD","Netherlands"
"nana_1","Female","ESP","Spain"
"StarFox73","Male","SWE","Sweden"
"KazeWindKW","Female","RUS","Russia"
"VitorKaique","Male","BRA","Brazil"
"RaisonMagie","Female","BRA","Brazil"
"defrayal","Male","SGP","Singapore"
"Corto-Maltese","Male","DNK","Denmark"
"FullPower88","Male","ESP","Spain"
"MistressRip","Female","NLD","Netherlands"
"Subhe","Male","IDN","Indonesia"
"lllll11223","Male","USA","United States"
"sayga231","Male","PRT","Portugal"
"Chickenchief","Male","NOR","Norway"
"SaraRan","Female","POL","Poland"
"Lelouch123","Male","JPN","Japan"
"Goulou","Male","FRA","France"
"FingolfinTEK","Male","SRB","Serbia"
"panka206","Female","HUN","Hungary"
"hireshi",NA,"TWN","Taiwan"
"123ole10","Female","VNM","Vietnam"
"carbafoss","Male","UKR","Ukraine"
"bluesky","Female","ROU","Romania"
"oneechan","Female","POL","Poland"
"argilium","Male","PHL","Philippines"
"Harem_","Male","BRA","Brazil"
"teddyplanet","Female","ESP","Spain"
"CannonBoar","Male","GBR","United Kingdom"
"kiranizuma","Male","SGP","Singapore"
"HF03","Female","PHL","Philippines"
"xRAIZAx","Female","GBR","United Kingdom"
"Naxel","Female","ISR","Israel"
"Nahna","Female","SWE","Sweden"
"Hyurikama","Male","FRA","France"
"Chemo1910","Male","POL","Poland"
"oerm","Male","VEN","Venezuela"
"GunBoy","Male","JOR","Jordan"
"ChickenWingz","Male","SGP","Singapore"
"cbp105",NA,"USA","United States"
"chobits","Female","LTU","Lithuania"
"kyneval","Female","PHL","Philippines"
"meroko-rio","Female","POL","Poland"
"Jaymz","Male","AUS","Australia"
"litll-devil","Female","NLD","Netherlands"
"Rainie","Female","CAN","Canada"
"FromTheSoul","Male","CAN","Canada"
"TheImpulse","Male","SRB","Serbia"
"Guikun","Male","BRA","Brazil"
"violentdeedee","Female","DEU","Germany"
"Wooyek","Male","POL","Poland"
"hokorioni","Male","PHL","Philippines"
"megara","Female","PHL","Philippines"
"Circus_Bunny","Female","CAN","Canada"
"chococornet_93","Female","MEX","Mexico"
"ryukkk666","Female","POL","Poland"
"SpiralOut","Male","ITA","Italy"
"--lilly--","Female","CZE","Czechia"
"Joao-Paulo","Male","COG","Congo - Brazzaville"
"tooltoultoo","Male","EGY","Egypt"
"Io",NA,"POL","Poland"
"Tin-sensei","Male","CHL","Chile"
"anitwist","Female","OMN","Oman"
"Takura","Male","EST","Estonia"
"Lip","Female","FRA","France"
"ClawViper",NA,"MYS","Malaysia"
"Grey__Ghost","Male","NZL","New Zealand"
"-KoNaChan-","Male","THA","Thailand"
"Sheru","Female","POL","Poland"
"AtomicNerd","Male","CAN","Canada"
"csocsocsocso","Male","HUN","Hungary"
"VierEuris","Male","PHL","Philippines"
"meldlv","Male","SGP","Singapore"
"Miachan12","Female","PRT","Portugal"
"ProximaCentauri","Female","CZE","Czechia"
"ravenholm","Female","FIN","Finland"
"Myukux","Female","POL","Poland"
"dak47922","Male","CAN","Canada"
"Slaanesh","Male","CAN","Canada"
"MinarX","Male","SWE","Sweden"
"LightningEagle","Male","DNK","Denmark"
"Axxounet","Male","FRA","France"
"yuuKfan","Female","SGP","Singapore"
"Kira213",NA,"SGP","Singapore"
"S1ppy","Female","CAN","Canada"
"Sheiya","Female","NLD","Netherlands"
"ranimosity","Female","USA","United States"
"shonenfly","Male","FRA","France"
"HunterZ_PT","Male","PRT","Portugal"
"Jediclr","Male","BRA","Brazil"
"uftirik","Female","TUR","Turkey"
"tobenai_tsubasa","Female","CAN","Canada"
"_Ace_","Male","ITA","Italy"
"Fate-V671","Male","GUM","Guam"
"astra_moon","Female","NLD","Netherlands"
"Filian","Female","HUN","Hungary"
"Lokhlass","Male","FRA","France"
"coldground93","Male","PHL","Philippines"
"Jularious","Male","MYS","Malaysia"
"xBellatrix","Female","ESP","Spain"
"lserr","Male","CHL","Chile"
"Fujoshi","Female","BRA","Brazil"
"AkariWalker","Female","SLV","El Salvador"
"TiruYasha","Male","NLD","Netherlands"
"-Anko-","Female","ROU","Romania"
"muitotario","Male","BRA","Brazil"
"Mariola-chan","Female","POL","Poland"
"Neko_in_LCL","Female","RUS","Russia"
"HaveANiceDay","Male","USA","United States"
"Lirada","Female","FRA","France"
"Demetriuss","Male","BRA","Brazil"
"GoldenDreams","Female","POL","Poland"
"zediby","Female","PRT","Portugal"
"LeoLouch","Male","DEU","Germany"
"kanata-kun","Female","IDN","Indonesia"
"Lord","Male","POL","Poland"
"Meepy",NA,"CAN","Canada"
"meow_anchy","Female","HRV","Croatia"
"Xnovazero","Male","JPN","Japan"
"Sirenja","Female","AUT","Austria"
"symbiot100","Male","NLD","Netherlands"
"asthegreat","Male","BHR","Bahrain"
"Novaccine","Male","FIN","Finland"
"Niksan","Male","BGR","Bulgaria"
"Shawaazu","Female","USA","United States"
"Ray","Male","DEU","Germany"
"Maguro84919","Male","CZE","Czechia"
"Cyanwasserstoff","Male","DEU","Germany"
"Mirasek","Male","POL","Poland"
"YukaiSama","Female","ISR","Israel"
"godga","Male","HUN","Hungary"
"happygirl501","Female","PHL","Philippines"
"lukeww123456","Male","JEY","Jersey"
"CamiloJTM","Male","COL","Colombia"
"ElectricEchoes","Male","IRL","Ireland"
"JuuJ","Non-Binary","FIN","Finland"
"lipsitooo","Female","BGR","Bulgaria"
"counterattack","Female","BRA","Brazil"
"haiykyuu","Female","BRA","Brazil"
"rosemist92","Female","SGP","Singapore"
"kyon91","Male","VNM","Vietnam"
"Natek","Male","AUS","Australia"
"TripwireNZ","Male","NZL","New Zealand"
"Nassim_101","Male","NLD","Netherlands"
"Neriah","Female","FIN","Finland"
"MasterDetective","Male","JEY","Jersey"
"Snows","Male","BRA","Brazil"
"ikuya","Female","USA","United States"
"theshadowz","Male","IDN","Indonesia"
"Windkiller","Male","NOR","Norway"
"gabrieuTG","Male","BRA","Brazil"
"Neverpuzzle","Male","SWE","Sweden"
"NARISEBA","Female","SWE","Sweden"
"jammit","Male","BGR","Bulgaria"
"Loweireigh","Male","BRA","Brazil"
"jedimytrix","Male","DEU","Germany"
"Zoss","Male","AUS","Australia"
"BabyRuby","Female","ITA","Italy"
"mafuba","Male","POL","Poland"
"Enstage",NA,"IDN","Indonesia"
"Hellty","Female","RUS","Russia"
"AngelSora","Female","JEY","Jersey"
"Supercueca","Male","PRT","Portugal"
"Eradawn","Male","DEU","Germany"
"Fudo","Male","DEU","Germany"
"Yasumi-chan","Female","RUS","Russia"
"Senrey","Male","BRA","Brazil"
"CodeGayAss","Male","CAN","Canada"
"Underblast","Male","FRA","France"
"FullMetalFrank","Male","RUS","Russia"
"sephynicole",NA,"POL","Poland"
"Jayr","Male","PHL","Philippines"
"ShaneShoutsLove","Male","IND","India"
"zyphur","Female","THA","Thailand"
"St0rm","Male","CAN","Canada"
"Lamron","Male","CAN","Canada"
"Komaki","Female","FRA","France"
"MunInCaliginis","Female","POL","Poland"
"Dragonor","Male","AUT","Austria"
"konata_suou","Female","DEU","Germany"
"ALDHOR","Male","MEX","Mexico"
"evebluey",NA,"MYS","Malaysia"
"s4s4","Male","DNK","Denmark"
"Malaphesto","Male","AUS","Australia"
"boonbot","Female","DNK","Denmark"
"davers","Male","GBR","United Kingdom"
"dragontia","Female","HRV","Croatia"
"cindicated","Male","PHL","Philippines"
"SunsetsAndSushi","Male","USA","United States"
"SuryaSaputraa","Male","IDN","Indonesia"
"Universels","Male","FRA","France"
"Snak","Male","FRA","France"
"PhoenixW0lf","Male","ROU","Romania"
"Encipher",NA,"AUS","Australia"
"masayoshi",NA,"GBR","United Kingdom"
"MikuSegawa","Female","PRT","Portugal"
"unixa","Female","JPN","Japan"
"Haneq","Female","FIN","Finland"
"gcm001","Male","BRA","Brazil"
"ReElle","Male","KOR","South Korea"
"xScHeiZe","Female","SWE","Sweden"
"GhostReader1714","Male","BRN","Brunei"
"pinky_357","Female","IND","India"
"Twinkle-","Female","DEU","Germany"
"Al_BERT_","Male","RUS","Russia"
"d388","Male","HUN","Hungary"
"Chuuyax","Female","NLD","Netherlands"
"kastropova2000","Male","ESP","Spain"
"scourge619","Male","GEO","Georgia"
"Tsuzoi","Male","SWE","Sweden"
"FairyUsaKasuki","Female","VEN","Venezuela"
"Dark_Swordsman",NA,"NLD","Netherlands"
"yaoiotaku","Female","USA","United States"
"HikariKei08","Female","PHL","Philippines"
"Sulo","Male","GBR","United Kingdom"
"shirokkuma","Female","CAN","Canada"
"CapnSwing","Male","IND","India"
"CococaNeko","Female","HUN","Hungary"
"SaraM","Female","LTU","Lithuania"
"Tagnard","Male","SWE","Sweden"
"HimitsuSenpai","Male","BRA","Brazil"
"GreenHorseAlien","Female","PHL","Philippines"
"superfluity","Female","POL","Poland"
"slavakun","Male","ISR","Israel"
"fzero100","Male","NZL","New Zealand"
"Vinoo","Male","NLD","Netherlands"
"Sei_chan","Female","CHL","Chile"
"NekoVampy","Male","BGR","Bulgaria"
"Rozenward","Male","RUS","Russia"
"Mruiok","Male","SWE","Sweden"
"ReshimaMomoku","Female","PHL","Philippines"
"KuronoNarukami","Male","ESP","Spain"
"PirateGirl","Female","SWE","Sweden"
"Bjarne","Male","BEL","Belgium"
"Stgeorge","Male","DNK","Denmark"
"Romychan","Female","ISR","Israel"
"AlineIDQS","Female","BRA","Brazil"
"Hyuji",NA,"NZL","New Zealand"
"konrad509","Male","POL","Poland"
"alalalala","Female","ROU","Romania"
"Kamidaro","Male","FRA","France"
"admluiz04","Male","MYS","Malaysia"
"Serj","Male","ISR","Israel"
"kaalings","Male","NOR","Norway"
"razorblood801","Male","AUS","Australia"
"Shuhiyo","Female","BGR","Bulgaria"
"Ashelia_Zerith","Female","PHL","Philippines"
"PeachyH","Female","GBR","United Kingdom"
"Teeif","Male","GBR","United Kingdom"
"HsXIII","Male","DEU","Germany"
"Airex9","Male","ITA","Italy"
"TreborN7","Male","USA","United States"
"Mr_Nishi","Male","KAZ","Kazakhstan"
"VentusBDaPlayer","Female","SGP","Singapore"
"patlabor","Female","BRA","Brazil"
"a7medjo","Male","JOR","Jordan"
"Cebola92","Male","BRA","Brazil"
"pevi","Female","HUN","Hungary"
"ciama","Female","POL","Poland"
"theorist_pl","Male","POL","Poland"
"L-410","Male","RUS","Russia"
"Revyexcel","Female","ITA","Italy"
"BurningRoze","Male","IND","India"
"shinokage","Female","USA","United States"
"Princess_June","Female","RUS","Russia"
"kodou","Female","FIN","Finland"
"blindstudy","Female","BRA","Brazil"
"joubin","Male","USA","United States"
"tenori-tan","Female","EST","Estonia"
"KaraTenshi","Female","HUN","Hungary"
"PinkieSoul","Female","PRT","Portugal"
"JustMeBeingADork","Female","USA","United States"
"Lutusru","Male","DEU","Germany"
"sachiel_E26","Male","GBR","United Kingdom"
"Garserker","Male","CAN","Canada"
"hikarixmiko","Female","CAN","Canada"
"ViLelouch","Male","SWE","Sweden"
"The_Oddity","Male","GBR","United Kingdom"
"Paurge","Male","ARG","Argentina"
"Ayumu-kun","Female","HUN","Hungary"
"Racu","Male","ROU","Romania"
"IvanB","Male","RUS","Russia"
"lmtugaskill","Male","PRT","Portugal"
"RazgrizMoto","Male","BRA","Brazil"
"cassandra9891","Female","POL","Poland"
"Rymie","Female","URY","Uruguay"
"nollerbuster",NA,"DNK","Denmark"
"Sieras","Male","LTU","Lithuania"
"Ayumi_Tsukada","Female","POL","Poland"
"Nore_Norser","Male","BRA","Brazil"
"Itami_","Female","BGR","Bulgaria"
"darknessabove","Male","CAN","Canada"
"Merun","Male","FRA","France"
"RinIhue","Female","JEY","Jersey"
"CookieCatKay",NA,"PRT","Portugal"
"Skarpeta","Female","POL","Poland"
"Femhir","Male","BRA","Brazil"
"xHawkie","Female","HUN","Hungary"
"ZeonTheFirst","Male","PRT","Portugal"
"catauciu","Male","ROU","Romania"
"Sporkness","Female","EST","Estonia"
"drag5","Male","POL","Poland"
"zindrel","Male","EST","Estonia"
"Escapist910","Female","HUN","Hungary"
"Loreley","Female","GEO","Georgia"
"Charbutsu","Male","NOR","Norway"
"MultiSras","Male","SYR","Syria"
"Shaddox","Male","ROU","Romania"
"Dejwid89","Male","POL","Poland"
"Mondlied","Male","DEU","Germany"
"eklezja","Female","POL","Poland"
"Sxsxarael","Male","PHL","Philippines"
"Obakami","Male","FRA","France"
"mellon85","Male","ITA","Italy"
"Smokeless","Female","ROU","Romania"
"LeYak","Male","BEL","Belgium"
"Weinbehalter4","Male","IND","India"
"kibbadachi10","Male","SWE","Sweden"
"seymoresparda","Male","MYS","Malaysia"
"HDmusicAnime","Male","LVA","Latvia"
"Funchi","Male","ITA","Italy"
"tokyochibi","Female","JPN","Japan"
"MoravianUncle","Male","IDN","Indonesia"
"Toshihiro","Male","PRI","Puerto Rico"
"Kjirkoh","Female","PRI","Puerto Rico"
"shiran","Female","ISR","Israel"
"Luckeyhell","Male","NLD","Netherlands"
"GodEneru","Male","IRL","Ireland"
"Ziassan","Male","FRA","France"
"AUTAKU","Male","AUT","Austria"
"FedericoAntonio","Male","ITA","Italy"
"Kaikko","Male","FRA","France"
"Woximus",NA,"POL","Poland"
"Lutex","Male","LCA","St. Lucia"
"Ursula09","Female","PHL","Philippines"
"Anime_Dude7","Male","ATA","Antarctica"
"Maytaurus",NA,"SGP","Singapore"
"anastasiastarz","Female","AUS","Australia"
"Matheus_rique11","Male","BRA","Brazil"
"Kinaki","Female","HUN","Hungary"
"Celina24","Female","AUT","Austria"
"Misuzee","Female","CZE","Czechia"
"Alu-chan","Female","POL","Poland"
"Makeyzito","Male","NOR","Norway"
"Sylencia","Male","AUS","Australia"
"Silangan","Male","PHL","Philippines"
"DevilknightPT","Male","PRT","Portugal"
"yourgirlfriend","Female","UKR","Ukraine"
"dna","Male","BRA","Brazil"
"QueueQ","Male","AUS","Australia"
"frikini-yasha","Female","PHL","Philippines"
"justice_form","Male","THA","Thailand"
"Pepermintcookz","Female","BGR","Bulgaria"
"satoshii","Female","AUS","Australia"
"-acid","Female","SRB","Serbia"
"LexoTiN","Male","RUS","Russia"
"deus-mortem","Male","SAU","Saudi Arabia"
"JJDeeniz","Female","ITA","Italy"
"Bia_8","Female","BRA","Brazil"
"Eriika","Female","ARG","Argentina"
"anat214","Female","ISR","Israel"
"TiDoAlSizz","Male","PRT","Portugal"
"WarcrossPlayer78","Female","CAN","Canada"
"KennyW","Male","SWE","Sweden"
"Hydracula","Male","COL","Colombia"
"Nodamin","Female","FRA","France"
"xnexusx","Male","ESP","Spain"
"Vowlenhart","Male","BRA","Brazil"
"CurePrism","Female","IDN","Indonesia"
"otoz-to","Female","POL","Poland"
"Tentei","Male","DEU","Germany"
"clandestinepain","Female","PHL","Philippines"
"OncomingTraffic","Male","CAN","Canada"
"Aria-Dess","Female","SVK","Slovakia"
"Black_Jewel","Female","DNK","Denmark"
"MaihSchiffer","Female","BRA","Brazil"
"irenika","Female","UKR","Ukraine"
"PaulineElizabeth","Female","GBR","United Kingdom"
"NicklasFox","Male","SWE","Sweden"
"DiegoPL","Male","POL","Poland"
"guitalent","Male","ISR","Israel"
"xXDontaXx","Male","POL","Poland"
"reinne19","Female","PHL","Philippines"
"Otawan",NA,"CAN","Canada"
"IzayaChrona","Female","BRA","Brazil"
"FrostyWeeb","Male","USA","United States"
"BoxedSushi","Female","USA","United States"
"tsukichin","Female","LTU","Lithuania"
"DreamerBoy","Male","ITA","Italy"
"Azsry","Male","AUS","Australia"
"Tsukasa-chan","Female","NZL","New Zealand"
"PrioriIncantatem","Female","POL","Poland"
"dunderburken","Male","SWE","Sweden"
"kayfweak","Female","CHL","Chile"
"Onizouka","Male","LBN","Lebanon"
"izumierizawa","Female","CHL","Chile"
"elekhtron","Male","MUS","Mauritius"
"aryalexa",NA,"ESP","Spain"
"Scirm","Male","POL","Poland"
"Fridge","Male","DEU","Germany"
"Phukkitt","Male","SWE","Sweden"
"superbocia","Male","ITA","Italy"
"sanemita","Female","TUR","Turkey"
"Powerpuff768","Female","EST","Estonia"
"Sosodesbois","Female","FRA","France"
"dangerguss","Male","SWE","Sweden"
"Shoe_","Male","AUS","Australia"
"WolfCladInBlack","Male","IND","India"
"Marcepanek","Female","POL","Poland"
"Kouma_Kun","Male","TWN","Taiwan"
"Chonchon","Female","FRA","France"
"suraimu-","Male","ESP","Spain"
"Jux","Female","DNK","Denmark"
"kiratx","Male","KOR","South Korea"
"Mysmarre","Male","SWE","Sweden"
"EZSPECIAL","Male","PRT","Portugal"
"brunamorales","Female","BRA","Brazil"
"zxzxzx","Male","AUS","Australia"
"lenete","Female","SRB","Serbia"
"Spets","Female","NOR","Norway"
"TechnoJoe","Male","USA","United States"
"thatPinkSpider","Female","POL","Poland"
"FifiDaPoodle","Female","NLD","Netherlands"
"Anju-Chan","Female","DEU","Germany"
"Swen","Male","ITA","Italy"
"mezan01","Female","SWE","Sweden"
"MissIdaPida","Female","SWE","Sweden"
"nnozomii","Female","DEU","Germany"
"night-hawk01","Male","DEU","Germany"
"TrueHerman","Male","BRA","Brazil"
"seakyuu","Male","CAN","Canada"
"Vegeta1999","Male","DEU","Germany"
"Grimmy0",NA,"AUS","Australia"
"Vynih","Male","BRA","Brazil"
"Ultragos","Male","SWE","Sweden"
"idyHuy","Female","ITA","Italy"
"yuir","Female","KOR","South Korea"
"Syurelia","Male","POL","Poland"
"samehada","Male","POL","Poland"
"Angerstorm","Male","NLD","Netherlands"
"T-Blade","Male","SWE","Sweden"
"AkiraHikudo",NA,"CAN","Canada"
"YummyLunches","Female","CAN","Canada"
"Nixon998","Male","DEU","Germany"
"VirtualVince","Male","DNK","Denmark"
"Nofry","Male","BRA","Brazil"
"Thomastasa","Male","USA","United States"
"menthers","Male","FRA","France"
"bincbabe","Female","AUS","Australia"
"MeNaK","Non-Binary","CAN","Canada"
"rennkinjutsushi","Non-Binary","POL","Poland"
"lysbox","Female","BRA","Brazil"
"jinanetsu","Female","PHL","Philippines"
"FrogginBullfish","Male","NOR","Norway"
"Blanco","Male","POL","Poland"
"Luxtress","Female","CAN","Canada"
"kaze_no_uta","Male","JPN","Japan"
"Napstar","Male","DEU","Germany"
"cavbr","Male","BRA","Brazil"
"varurnvarma","Male","IND","India"
"Ginraku","Male","FRA","France"
"galaxia_","Female","GRC","Greece"
"yunkszo","Male","TUR","Turkey"
"okapis","Female","CAN","Canada"
"grancan1974","Male","ESP","Spain"
"Jeff2k15","Male","CAN","Canada"
"zimmer369","Female","PRT","Portugal"
"Caramelika","Female","UKR","Ukraine"
"lovexLuffy","Female","USA","United States"
"andrectnpassas","Male","BRA","Brazil"
"goomy","Female","JPN","Japan"
"Stolb","Male","RUS","Russia"
"ErinSnow",NA,"CAN","Canada"
"-Puzzle","Male","POL","Poland"
"amiey","Male","MYS","Malaysia"
"ryuu01",NA,"ROU","Romania"
"bonta-kun959","Male","DEU","Germany"
"zuckermond","Female","AUT","Austria"
"Slip665","Male","RUS","Russia"
"bozontkun","Male","HUN","Hungary"
"susurrus","Female","DEU","Germany"
"OrangeMelon",NA,"AUT","Austria"
"1391996","Male","SRB","Serbia"
"hencsii10","Female","HUN","Hungary"
"bakahimiko","Female","SWE","Sweden"
"minako-chan","Female","DEU","Germany"
"brookhaven","Female","RUS","Russia"
"ExiledLife","Male","USA","United States"
"SaBe31415","Male","CHE","Switzerland"
"Ai-no-Miko",NA,"CAN","Canada"
"Deiimos","Female","BRA","Brazil"
"Eankahmin","Female","BRA","Brazil"
"Shocku_",NA,"DEU","Germany"
"Serenity_776","Female","PHL","Philippines"
"bakacaterpie",NA,"SGP","Singapore"
"electric986","Male","DEU","Germany"
"Believe_it","Male","POL","Poland"
"Richuya_Kurimaru","Male","IDN","Indonesia"
"Kuroyama","Male","BRA","Brazil"
"MoSoChii","Female","ESP","Spain"
"sachixtha","Male","LKA","Sri Lanka"
"nontnont2","Male","THA","Thailand"
"Naomi_Kebede","Female","GEO","Georgia"
"HeathSoul","Male","DEU","Germany"
"foxfire79","Female","AUS","Australia"
"JohnEdwardMS","Male","BRA","Brazil"
"Sebastian333","Male","MYS","Malaysia"
"Aneris17","Female","ARG","Argentina"
"Lylyan","Female","PER","Peru"
"Kyokuryu","Male","GRC","Greece"
"xuedi","Male","DEU","Germany"
"barroso33","Male","PRT","Portugal"
"Jousk","Male","ESP","Spain"
"OtaK_","Male","FRA","France"
"koudakumiko2120","Male","IND","India"
"ExaltedZero","Male","CAN","Canada"
"XAkira560X","Male","USA","United States"
"Genius95","Male","ITA","Italy"
"airess86","Female","IRN","Iran"
"eTrnn","Male","LTU","Lithuania"
"Enly","Female","POL","Poland"
"ekmll",NA,"TUR","Turkey"
"Aektann","Male","RUS","Russia"
"AanimeList","Female","POL","Poland"
"kizunalu","Female","USA","United States"
"Zambrotta","Male","ITA","Italy"
"Millnium123","Male","TUR","Turkey"
"0TAKU_0","Male","MNG","Mongolia"
"Atlantis-Queen","Female","SAU","Saudi Arabia"
"Gendouko","Female","POL","Poland"
"Hallon","Male","SWE","Sweden"
